State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound.1,90% CI Upper Bound.1,Poverty Estimate Under Age 18,90% CI Lower Bound.2,90% CI Upper Bound.2,Poverty Percent Under Age 18,90% CI Lower Bound.3,90% CI Upper Bound.3,Poverty Estimate Ages 5-17,90% CI Lower Bound.4,90% CI Upper Bound.4,Poverty Percent Ages 5-17,90% CI Lower Bound.5,90% CI Upper Bound.5,Median Household Income,90% CI Lower Bound.6,90% CI Upper Bound.6,Poverty Estimate Ages 0-4,90% CI Lower Bound.7,90% CI Upper Bound.7,Poverty Percent Ages 0-4,90% CI Lower Bound.8,90% CI Upper Bound.8,Year
48,201.0,TX,Harris County,803895,774484,833306,19.4,18.7,20.1,334575,319885,349265,29.1,27.8,30.4,222499,211478,233520,27.5,26.1,28.9,50924,50274,51574,,,,,,,15
48,203.0,TX,Harrison County,10654,8416,12892,16.4,12.9,19.9,4262,3295,5229,25.2,19.5,30.9,2795,2110,3480,22.8,17.2,28.4,44427,41706,47148,,,,,,,15
48,205.0,TX,Hartley County,519,395,643,11.4,8.7,14.1,162,124,200,12.4,9.5,15.3,109,81,137,11.2,8.3,14.1,60548,54585,66511,,,,,,,15
48,207.0,TX,Haskell County,1282,976,1588,23.6,18,29.2,452,345,559,36.7,28,45.4,305,227,383,33.6,25,42.2,32493,29383,35603,,,,,,,15
48,209.0,TX,Hays County,23378,19785,26971,14.9,12.6,17.2,6829,5487,8171,17.5,14.1,20.9,4554,3593,5515,16.1,12.7,19.5,56557,52058,61056,,,,,,,15
48,211.0,TX,Hemphill County,347,267,427,8.9,6.8,11,141,108,174,12.3,9.4,15.2,93,70,116,11.5,8.6,14.4,58502,53039,63965,,,,,,,15
48,213.0,TX,Henderson County,12582,10084,15080,16.3,13.1,19.5,4683,3540,5826,26.7,20.2,33.2,3102,2265,3939,24,17.5,30.5,38191,35467,40915,,,,,,,15
48,215.0,TX,Hidalgo County,294504,276975,312033,37.3,35.1,39.5,130291,121500,139082,47.9,44.7,51.1,90310,84141,96479,46.2,43,49.4,31021,29443,32599,,,,,,,15
48,217.0,TX,Hill County,6555,5466,7644,19,15.8,22.2,2391,1898,2884,28.4,22.5,34.3,1605,1250,1960,26.3,20.5,32.1,39184,35905,42463,,,,,,,15
48,219.0,TX,Hockley County,3877,3062,4692,17.5,13.8,21.2,1546,1180,1912,25.6,19.5,31.7,1065,801,1329,24.4,18.4,30.4,42710,39006,46414,,,,,,,15
48,221.0,TX,Hood County,5803,4468,7138,11.4,8.8,14,2126,1622,2630,20.1,15.3,24.9,1458,1089,1827,18.8,14,23.6,48622,45477,51767,,,,,,,15
48,223.0,TX,Hopkins County,6611,5541,7681,18.9,15.8,22,2823,2378,3268,31.9,26.9,36.9,1954,1624,2284,30.2,25.1,35.3,40441,37773,43109,,,,,,,15
48,225.0,TX,Houston County,4948,3897,5999,24.1,19,29.2,1599,1257,1941,34.2,26.9,41.5,1120,868,1372,33.2,25.7,40.7,31892,29019,34765,,,,,,,15
48,227.0,TX,Howard County,6755,5394,8116,23.3,18.6,28,2480,2009,2951,32.3,26.2,38.4,1596,1243,1949,29.6,23,36.2,41125,37787,44463,,,,,,,15
48,229.0,TX,Hudspeth County,1046,833,1259,31.4,25,37.8,456,360,552,46.6,36.8,56.4,312,242,382,41.8,32.4,51.2,28624,25723,31525,,,,,,,15
48,231.0,TX,Hunt County,13882,11370,16394,16.4,13.4,19.4,5145,4046,6244,24.4,19.2,29.6,3522,2738,4306,22.7,17.7,27.7,47394,44277,50511,,,,,,,15
48,233.0,TX,Hutchinson County,2937,2308,3566,13.4,10.5,16.3,1144,883,1405,20.1,15.5,24.7,760,573,947,18.6,14,23.2,49038,44392,53684,,,,,,,15
48,235.0,TX,Irion County,170,131,209,10.5,8.1,12.9,62,48,76,17.2,13.2,21.2,42,32,52,14.6,11,18.2,54628,49124,60132,,,,,,,15
48,237.0,TX,Jack County,1181,899,1463,15,11.4,18.6,394,301,487,20.1,15.3,24.9,262,196,328,18,13.5,22.5,45069,40524,49614,,,,,,,15
48,239.0,TX,Jackson County,2200,1743,2657,16,12.7,19.3,805,625,985,23,17.9,28.1,512,380,644,20.8,15.4,26.2,43740,39562,47918,,,,,,,15
48,241.0,TX,Jasper County,6719,5286,8152,19.1,15,23.2,2531,1941,3121,28.4,21.8,35,1723,1288,2158,26.7,20,33.4,38260,35120,41400,,,,,,,15
48,243.0,TX,Jeff Davis County,311,237,385,14.1,10.8,17.4,98,75,121,28.2,21.6,34.8,66,49,83,24.5,18.2,30.8,48161,46201,50121,,,,,,,15
48,245.0,TX,Jefferson County,47273,41585,52961,20,17.6,22.4,17101,14516,19686,28.7,24.4,33,11086,9134,13038,26.3,21.7,30.9,41363,39296,43430,,,,,,,15
48,247.0,TX,Jim Hogg County,1309,1005,1613,25,19.2,30.8,540,414,666,35.8,27.5,44.1,360,268,452,34,25.4,42.6,32179,29305,35053,,,,,,,15
48,249.0,TX,Jim Wells County,10441,8823,12059,25.5,21.5,29.5,4464,3751,5177,38.1,32,44.2,2894,2326,3462,34.9,28.1,41.7,39120,35704,42536,,,,,,,15
48,251.0,TX,Johnson County,19581,16158,23004,13.1,10.8,15.4,8134,6627,9641,20.1,16.4,23.8,5589,4509,6669,18.8,15.2,22.4,54412,51966,56858,,,,,,,15
48,253.0,TX,Jones County,3908,2996,4820,25.8,19.8,31.8,1100,847,1353,30.5,23.5,37.5,751,568,934,28,21.2,34.8,35709,32245,39173,,,,,,,15
48,255.0,TX,Karnes County,3092,2435,3749,26.7,21,32.4,953,744,1162,32.1,25.1,39.1,630,479,781,29.3,22.3,36.3,35904,32498,39310,,,,,,,15
48,257.0,TX,Kaufman County,12858,10636,15080,12.4,10.3,14.5,5209,4093,6325,17.5,13.7,21.3,3543,2712,4374,16.1,12.3,19.9,59986,56867,63105,,,,,,,15
48,259.0,TX,Kendall County,3459,2752,4166,10.1,8,12.2,1222,957,1487,15,11.7,18.3,798,611,985,12.6,9.7,15.5,71388,64222,78554,,,,,,,15
48,261.0,TX,Kenedy County,72,55,89,16.6,12.8,20.4,30,23,37,27.3,21.1,33.5,20,15,25,24.7,18.6,30.8,34851,31270,38432,,,,,,,15
48,263.0,TX,Kent County,87,66,108,11.3,8.5,14.1,34,26,42,19.2,14.7,23.7,23,17,29,16.5,12.3,20.7,42829,39126,46532,,,,,,,15
48,265.0,TX,Kerr County,6986,5460,8512,14.6,11.4,17.8,2654,2048,3260,27.4,21.1,33.7,1716,1282,2150,24.4,18.2,30.6,45621,41853,49389,,,,,,,15
48,267.0,TX,Kimble County,917,716,1118,20,15.6,24.4,325,249,401,35.4,27.1,43.7,222,166,278,32.7,24.4,41,35867,32177,39557,,,,,,,15
48,269.0,TX,King County,28,22,34,11,8.5,13.5,6,4,8,10.3,7.6,13,4,3,5,8.7,6.4,11,51237,45890,56584,,,,,,,15
48,271.0,TX,Kinney County,756,585,927,22.9,17.7,28.1,239,185,293,32.7,25.4,40,166,127,205,30.6,23.4,37.8,37917,34018,41816,,,,,,,15
48,273.0,TX,Kleberg County,8327,6946,9708,27.5,22.9,32.1,2735,2164,3306,34.9,27.6,42.2,1787,1362,2212,33.8,25.8,41.8,36198,32808,39588,,,,,,,15
48,275.0,TX,Knox County,842,677,1007,23.1,18.6,27.6,321,253,389,34.6,27.3,41.9,205,154,256,32.3,24.3,40.3,33395,30018,36772,,,,,,,15
48,277.0,TX,Lamar County,9862,8303,11421,20,16.8,23.2,3609,2939,4279,30.3,24.7,35.9,2477,1953,3001,28.6,22.6,34.6,38685,35349,42021,,,,,,,15
48,279.0,TX,Lamb County,3413,2821,4005,24.5,20.3,28.7,1512,1231,1793,36.2,29.5,42.9,978,772,1184,32.8,25.9,39.7,34524,31609,37439,,,,,,,15
48,281.0,TX,Lampasas County,3376,2768,3984,17.2,14.1,20.3,1316,1036,1596,27.7,21.8,33.6,851,649,1053,24,18.3,29.7,47135,43114,51156,,,,,,,15
48,283.0,TX,La Salle County,1958,1508,2408,36.3,28,44.6,630,487,773,42.2,32.6,51.8,425,322,528,41.3,31.3,51.3,29938,26818,33058,,,,,,,15
48,285.0,TX,Lavaca County,2407,1862,2952,12.7,9.8,15.6,837,634,1040,19,14.4,23.6,551,409,693,17.3,12.8,21.8,44186,40657,47715,,,,,,,15
48,287.0,TX,Lee County,2255,1748,2762,14,10.9,17.1,838,643,1033,20.7,15.9,25.5,538,399,677,18,13.4,22.6,44411,40818,48004,,,,,,,15
48,289.0,TX,Leon County,2954,2400,3508,17.6,14.3,20.9,1068,868,1268,28.3,23,33.6,726,578,874,26.8,21.3,32.3,43545,39768,47322,,,,,,,15
48,291.0,TX,Liberty County,13640,11134,16146,19.3,15.8,22.8,5069,4114,6024,26.5,21.5,31.5,3407,2600,4214,24.8,18.9,30.7,45712,41663,49761,,,,,,,15
48,293.0,TX,Limestone County,4944,4030,5858,22.4,18.3,26.5,1854,1501,2207,33.5,27.1,39.9,1284,1036,1532,32.7,26.4,39,36887,33623,40151,,,,,,,15
48,295.0,TX,Lipscomb County,420,328,512,12.8,10,15.6,166,127,205,18.3,14,22.6,111,83,139,17,12.7,21.3,52256,49047,55465,,,,,,,15
48,297.0,TX,Live Oak County,2079,1633,2525,20.2,15.9,24.5,632,494,770,28.2,22,34.4,429,330,528,25.3,19.5,31.1,41601,37479,45723,,,,,,,15
48,299.0,TX,Llano County,2954,2306,3602,15.6,12.2,19,847,652,1042,28.9,22.2,35.6,584,440,728,27.4,20.7,34.1,42282,38598,45966,,,,,,,15
48,301.0,TX,Loving County,16,12,20,17,13,21,5,4,6,41.7,32.7,50.7,3,2,4,42.9,31.6,54.2,46204,41238,51170,,,,,,,15
48,303.0,TX,Lubbock County,55655,49952,61358,20.4,18.3,22.5,17769,14917,20621,26.3,22.1,30.5,11174,8967,13381,23.8,19.1,28.5,42978,40956,45000,,,,,,,15
48,305.0,TX,Lynn County,1144,889,1399,19.6,15.2,24,480,369,591,30.3,23.3,37.3,325,246,404,28.7,21.7,35.7,36530,32766,40294,,,,,,,15
48,307.0,TX,McCulloch County,1842,1405,2279,22.7,17.3,28.1,742,566,918,37.4,28.5,46.3,493,367,619,34.3,25.5,43.1,35775,32767,38783,,,,,,,15
48,309.0,TX,McLennan County,54383,50021,58745,23.7,21.8,25.6,19795,17959,21631,33.9,30.8,37,13164,11686,14642,31.5,28,35,40563,38591,42535,,,,,,,15
48,311.0,TX,McMullen County,71,55,87,10.4,8,12.8,20,15,25,18.2,13.7,22.7,13,10,16,14.9,10.9,18.9,46528,41636,51420,,,,,,,15
48,313.0,TX,Madison County,2665,2097,3233,23.7,18.6,28.8,910,713,1107,31,24.3,37.7,611,467,755,28.5,21.8,35.2,35218,31920,38516,,,,,,,15
48,315.0,TX,Marion County,2282,1831,2733,22.1,17.7,26.5,653,511,795,33.3,26,40.6,432,327,537,30,22.7,37.3,31922,28890,34954,,,,,,,15
48,317.0,TX,Martin County,800,619,981,16.4,12.7,20.1,379,292,466,25.6,19.7,31.5,256,193,319,24.5,18.5,30.5,46680,42011,51349,,,,,,,15
48,319.0,TX,Mason County,598,452,744,15,11.3,18.7,243,186,300,30.1,23,37.2,165,123,207,26.6,19.8,33.4,39080,35180,42980,,,,,,,15
48,321.0,TX,Matagorda County,7392,5951,8833,20.4,16.4,24.4,2787,2187,3387,29.5,23.2,35.8,1774,1325,2223,25.9,19.3,32.5,40778,36802,44754,,,,,,,15
48,323.0,TX,Maverick County,16945,14506,19384,31.2,26.7,35.7,7801,6555,9047,42.8,36,49.6,5129,4106,6152,38.1,30.5,45.7,28502,26044,30960,,,,,,,15
48,325.0,TX,Medina County,7754,6190,9318,17.6,14,21.2,2975,2347,3603,25.8,20.3,31.3,2040,1573,2507,23.4,18,28.8,47191,43093,51289,,,,,,,15
48,327.0,TX,Menard County,520,400,640,23.4,18,28.8,167,128,206,39.4,30.2,48.6,114,85,143,37.5,28.1,46.9,30349,27296,33402,,,,,,,15
48,329.0,TX,Midland County,17779,14551,21007,12.8,10.5,15.1,7143,5570,8716,18.8,14.7,22.9,4897,3732,6062,18.4,14,22.8,54996,51934,58058,,,,,,,15
48,331.0,TX,Milam County,4832,3886,5778,20,16.1,23.9,2018,1606,2430,31.8,25.3,38.3,1388,1086,1690,30,23.5,36.5,38244,34448,42040,,,,,,,15
48,333.0,TX,Mills County,837,648,1026,17.9,13.9,21.9,306,234,378,29,22.2,35.8,204,152,256,26.5,19.8,33.2,39185,35464,42906,,,,,,,15
48,335.0,TX,Mitchell County,1620,1250,1990,23.1,17.8,28.4,504,387,621,27.9,21.5,34.3,338,253,423,26,19.4,32.6,36724,33008,40440,,,,,,,15
48,337.0,TX,Montague County,3021,2362,3680,15.6,12.2,19,1117,863,1371,25,19.3,30.7,729,546,912,22.7,17,28.4,44768,40839,48697,,,,,,,15
48,339.0,TX,Montgomery County,64169,57412,70926,13.7,12.3,15.1,25492,22127,28857,20,17.4,22.6,17076,14649,19503,18.2,15.6,20.8,61996,59405,64587,,,,,,,15
48,341.0,TX,Moore County,3450,2826,4074,15.9,13,18.8,1678,1352,2004,24.1,19.4,28.8,1120,880,1360,22.7,17.8,27.6,45795,41960,49630,,,,,,,15
48,343.0,TX,Morris County,2634,2127,3141,20.7,16.7,24.7,898,702,1094,30.7,24,37.4,618,478,758,29.5,22.8,36.2,35972,32428,39516,,,,,,,15
48,345.0,TX,Motley County,216,167,265,17.6,13.6,21.6,68,52,84,27.2,20.9,33.5,45,34,56,22.8,17,28.6,34852,31421,38283,,,,,,,15
48,347.0,TX,Nacogdoches County,14596,12426,16766,24.2,20.6,27.8,4898,4095,5701,32.6,27.3,37.9,3223,2605,3841,30.7,24.8,36.6,38046,35557,40535,,,,,,,15
48,349.0,TX,Navarro County,9315,7659,10971,19.7,16.2,23.2,3663,2878,4448,28.8,22.6,35,2460,1892,3028,26.8,20.6,33,38057,35268,40846,,,,,,,15
48,351.0,TX,Newton County,2793,2158,3428,20.4,15.8,25,975,744,1206,29.8,22.7,36.9,655,487,823,26.8,19.9,33.7,36492,33048,39936,,,,,,,15
48,353.0,TX,Nolan County,3214,2553,3875,21.6,17.2,26,1265,982,1548,32.2,25,39.4,849,644,1054,30.1,22.8,37.4,34920,31513,38327,,,,,,,15
48,355.0,TX,Nueces County,67589,60129,75049,20,17.8,22.2,27865,24319,31411,32.1,28,36.2,18870,16275,21465,29.9,25.8,34,43470,41186,45754,,,,,,,15
48,357.0,TX,Ochiltree County,1492,1223,1761,14.3,11.7,16.9,644,509,779,19.4,15.3,23.5,410,312,508,17.5,13.3,21.7,52866,47834,57898,,,,,,,15
48,359.0,TX,Oldham County,266,207,325,14.6,11.4,17.8,128,96,160,26.4,19.9,32.9,74,55,93,19.3,14.2,24.4,46597,41741,51453,,,,,,,15
48,361.0,TX,Orange County,13118,11002,15234,16.1,13.5,18.7,4548,3711,5385,22.5,18.4,26.6,3025,2375,3675,20.6,16.2,25,44758,41034,48482,,,,,,,15
48,363.0,TX,Palo Pinto County,5762,4860,6664,20.8,17.5,24.1,1954,1553,2355,28.7,22.8,34.6,1388,1107,1669,28.3,22.6,34,34574,32157,36991,,,,,,,15
48,365.0,TX,Panola County,3755,3036,4474,15.9,12.9,18.9,1303,1030,1576,22.4,17.7,27.1,889,690,1088,20.7,16.1,25.3,45212,41941,48483,,,,,,,15
48,367.0,TX,Parker County,12327,10113,14541,10.7,8.8,12.6,4678,3758,5598,16.1,12.9,19.3,3230,2568,3892,14.7,11.7,17.7,63584,58295,68873,,,,,,,15
48,369.0,TX,Parmer County,1726,1416,2036,16.9,13.9,19.9,706,558,854,22.5,17.8,27.2,475,369,581,21.1,16.4,25.8,39195,35288,43102,,,,,,,15
48,371.0,TX,Pecos County,2707,2093,3321,19.8,15.3,24.3,942,724,1160,24.3,18.7,29.9,629,471,787,23.8,17.8,29.8,42984,38869,47099,,,,,,,15
48,373.0,TX,Polk County,8294,6751,9837,20,16.3,23.7,3099,2450,3748,32.6,25.8,39.4,2027,1542,2512,29.4,22.4,36.4,37665,34095,41235,,,,,,,15
48,375.0,TX,Potter County,26259,22553,29965,22.8,19.6,26,10874,8966,12782,32.2,26.6,37.8,7221,5774,8668,31,24.8,37.2,35690,33114,38266,,,,,,,15
48,377.0,TX,Presidio County,1840,1416,2264,23.7,18.2,29.2,793,599,987,36.1,27.3,44.9,534,392,676,33,24.2,41.8,31297,28046,34548,,,,,,,15
48,379.0,TX,Rains County,1863,1435,2291,17,13.1,20.9,680,525,835,29.2,22.6,35.8,440,326,554,25.1,18.6,31.6,40595,36476,44714,,,,,,,15
48,381.0,TX,Randall County,11965,10005,13925,9.9,8.3,11.5,4034,3192,4876,13.5,10.7,16.3,2680,2074,3286,12.4,9.6,15.2,57402,54100,60704,,,,,,,15
48,383.0,TX,Reagan County,334,258,410,9.9,7.6,12.2,134,102,166,13.1,10,16.2,91,68,114,12.1,9,15.2,47493,44067,50919,,,,,,,15
48,385.0,TX,Real County,693,527,859,20.7,15.7,25.7,262,198,326,39.3,29.7,48.9,189,141,237,39.9,29.7,50.1,30499,27625,33373,,,,,,,15
48,387.0,TX,Red River County,2670,2133,3207,21.4,17.1,25.7,898,706,1090,34.1,26.8,41.4,590,448,732,30.3,23,37.6,32615,29343,35887,,,,,,,15
48,389.0,TX,Reeves County,3507,2814,4200,33,26.5,39.5,1180,956,1404,38.4,31.1,45.7,794,631,957,37,29.4,44.6,32839,29477,36201,,,,,,,15
48,391.0,TX,Refugio County,1230,967,1493,17.2,13.5,20.9,473,369,577,28.1,21.9,34.3,315,238,392,25.6,19.3,31.9,38470,35125,41815,,,,,,,15
48,393.0,TX,Roberts County,69,53,85,8.5,6.5,10.5,31,24,38,15.1,11.5,18.7,21,16,26,14.3,10.6,18,59699,53440,65958,,,,,,,15
48,395.0,TX,Robertson County,3523,2811,4235,21.3,17,25.6,1350,1049,1651,31.9,24.8,39,910,681,1139,29.6,22.2,37,38073,34336,41810,,,,,,,15
48,397.0,TX,Rockwall County,4846,3714,5978,6,4.6,7.4,2146,1624,2668,9.1,6.9,11.3,1494,1108,1880,8.4,6.2,10.6,84763,78492,91034,,,,,,,15
48,399.0,TX,Runnels County,2142,1699,2585,20.8,16.5,25.1,816,637,995,31.6,24.7,38.5,567,437,697,29.3,22.6,36,34515,31439,37591,,,,,,,15
48,401.0,TX,Rusk County,8299,6713,9885,17.1,13.8,20.4,2901,2290,3512,23.4,18.5,28.3,1896,1441,2351,21.4,16.3,26.5,41840,38053,45627,,,,,,,15
48,403.0,TX,Sabine County,2346,1915,2777,22,18,26,701,554,848,34,26.9,41.1,481,373,589,31.3,24.3,38.3,34605,31085,38125,,,,,,,15
48,405.0,TX,San Augustine County,2088,1652,2524,24.2,19.1,29.3,694,542,846,37.9,29.6,46.2,459,347,571,34.3,25.9,42.7,32543,29161,35925,,,,,,,15
48,407.0,TX,San Jacinto County,5792,4641,6943,21.8,17.5,26.1,2000,1533,2467,31.7,24.3,39.1,1371,1031,1711,29.4,22.1,36.7,41650,37850,45450,,,,,,,15
48,409.0,TX,San Patricio County,12654,10775,14533,19.8,16.9,22.7,5369,4438,6300,30.1,24.9,35.3,3290,2576,4004,25.3,19.8,30.8,45965,42059,49871,,,,,,,15
48,411.0,TX,San Saba County,1088,825,1351,20.4,15.5,25.3,398,305,491,33.1,25.4,40.8,265,199,331,31.4,23.5,39.3,35978,32714,39242,,,,,,,15
48,413.0,TX,Schleicher County,551,436,666,16.7,13.2,20.2,228,178,278,24.1,18.8,29.4,150,114,186,22.1,16.8,27.4,41533,37268,45798,,,,,,,15
48,415.0,TX,Scurry County,2681,2131,3231,17.6,14,21.2,960,746,1174,23.2,18,28.4,643,489,797,22.1,16.8,27.4,45907,41336,50478,,,,,,,15
48,417.0,TX,Shackelford County,458,360,556,14,11,17,165,129,201,20.9,16.3,25.5,105,78,132,17.9,13.3,22.5,42976,38578,47374,,,,,,,15
48,419.0,TX,Shelby County,5358,4389,6327,21,17.2,24.8,2149,1768,2530,31.5,25.9,37.1,1320,1014,1626,27.2,20.9,33.5,36677,33325,40029,,,,,,,15
48,421.0,TX,Sherman County,383,296,470,12.8,9.9,15.7,146,112,180,16.8,12.9,20.7,96,72,120,14.3,10.7,17.9,44699,40073,49325,,,,,,,15
48,423.0,TX,Smith County,35744,31288,40200,17.1,15,19.2,12666,10558,14774,23.6,19.7,27.5,7911,6221,9601,20.5,16.1,24.9,44261,41700,46822,,,,,,,15
48,425.0,TX,Somervell County,839,638,1040,10.2,7.8,12.6,376,288,464,17.9,13.7,22.1,257,192,322,16,12,20,52134,47429,56839,,,,,,,15
48,427.0,TX,Starr County,23936,20437,27435,39.3,33.6,45,9643,7900,11386,46.4,38,54.8,6711,5485,7937,44.7,36.5,52.9,24537,22413,26661,,,,,,,15
48,429.0,TX,Stephens County,1731,1332,2130,19.4,14.9,23.9,659,504,814,29.8,22.8,36.8,449,336,562,27.6,20.7,34.5,37167,33613,40721,,,,,,,15
48,431.0,TX,Sterling County,128,98,158,11.4,8.7,14.1,52,39,65,18.9,14.3,23.5,34,25,43,17.4,12.8,22,50943,45664,56222,,,,,,,15
48,433.0,TX,Stonewall County,252,196,308,17.5,13.6,21.4,83,64,102,26.1,20,32.2,56,42,70,23,17.2,28.8,37513,33898,41128,,,,,,,15
48,435.0,TX,Sutton County,504,383,625,12.6,9.6,15.6,208,158,258,20.2,15.4,25,139,104,174,19.5,14.5,24.5,53501,47960,59042,,,,,,,15
48,437.0,TX,Swisher County,1558,1226,1890,21.8,17.2,26.4,619,483,755,31.1,24.3,37.9,396,296,496,28.1,21,35.2,35736,32298,39174,,,,,,,15
48,439.0,TX,Tarrant County,307362,292296,322428,16.8,16,17.6,121288,113107,129469,23.8,22.2,25.4,80835,74612,87058,22.1,20.4,23.8,52882,51654,54110,,,,,,,15
48,441.0,TX,Taylor County,21544,18574,24514,16.8,14.5,19.1,6770,5216,8324,21.2,16.3,26.1,4267,3145,5389,19.4,14.3,24.5,40718,37602,43834,,,,,,,15
48,443.0,TX,Terrell County,161,123,199,16.8,12.8,20.8,51,39,63,26.6,20.3,32.9,33,24,42,26,19.3,32.7,39260,35236,43284,,,,,,,15
48,445.0,TX,Terry County,2675,2090,3260,23.3,18.2,28.4,1077,819,1335,32.8,25,40.6,682,499,865,30.2,22.1,38.3,31984,29917,34051,,,,,,,15
48,447.0,TX,Throckmorton County,246,191,301,15.3,11.9,18.7,88,68,108,24.8,19.3,30.3,58,44,72,21.5,16.4,26.6,39860,35996,43724,,,,,,,15
48,449.0,TX,Titus County,5869,4766,6972,18.3,14.9,21.7,2578,1998,3158,26.1,20.2,32,1772,1340,2204,25.7,19.4,32,38221,34840,41602,,,,,,,15
48,451.0,TX,Tom Green County,18954,15952,21956,17.7,14.9,20.5,6571,5282,7860,25.4,20.4,30.4,4444,3487,5401,24.6,19.3,29.9,41626,38170,45082,,,,,,,15
48,453.0,TX,Travis County,188084,176799,199369,18.1,17,19.2,60565,54656,66474,24.1,21.7,26.5,39442,34933,43951,22.8,20.2,25.4,53303,51534,55072,,,,,,,15
48,455.0,TX,Trinity County,3085,2418,3752,21.2,16.6,25.8,1036,801,1271,33.9,26.2,41.6,698,524,872,31,23.3,38.7,32745,29553,35937,,,,,,,15
48,457.0,TX,Tyler County,4110,3302,4918,21,16.9,25.1,1225,953,1497,28.7,22.3,35.1,840,643,1037,26.8,20.5,33.1,36384,33373,39395,,,,,,,15
48,459.0,TX,Upshur County,6233,4906,7560,15.9,12.5,19.3,2375,1838,2912,24.5,18.9,30.1,1630,1221,2039,22.9,17.2,28.6,44434,40538,48330,,,,,,,15
48,461.0,TX,Upton County,538,428,648,16.4,13,19.8,205,158,252,23.1,17.8,28.4,136,102,170,22,16.5,27.5,47854,43143,52565,,,,,,,15
48,463.0,TX,Uvalde County,6700,5310,8090,25.8,20.4,31.2,2905,2224,3586,38.9,29.8,48,1980,1487,2473,36.4,27.3,45.5,32749,29863,35635,,,,,,,15
48,465.0,TX,Val Verde County,10131,7983,12279,21.5,16.9,26.1,4599,3549,5649,32.3,24.9,39.7,3127,2359,3895,30.4,22.9,37.9,38574,35705,41443,,,,,,,15
48,467.0,TX,Van Zandt County,9097,7564,10630,17.5,14.5,20.5,3309,2657,3961,26.7,21.4,32,2221,1735,2707,24.1,18.8,29.4,41452,38245,44659,,,,,,,15
48,469.0,TX,Victoria County,15918,13671,18165,18.5,15.9,21.1,6657,5602,7712,29.3,24.7,33.9,4446,3673,5219,27.4,22.6,32.2,45687,42068,49306,,,,,,,15
48,471.0,TX,Walker County,13132,10670,15594,25.5,20.7,30.3,3050,2422,3678,28.2,22.4,34,1999,1528,2470,26.3,20.1,32.5,38138,34714,41562,,,,,,,15
48,473.0,TX,Waller County,7405,5907,8903,18.3,14.6,22,2818,2216,3420,26,20.4,31.6,1914,1467,2361,25.1,19.2,31,47180,42920,51440,,,,,,,15
48,475.0,TX,Ward County,1607,1234,1980,15.2,11.7,18.7,684,523,845,23.7,18.1,29.3,460,345,575,22.3,16.7,27.9,43871,39404,48338,,,,,,,15
48,477.0,TX,Washington County,4694,3732,5656,14.6,11.6,17.6,1586,1219,1953,21.8,16.8,26.8,1069,799,1339,20.2,15.1,25.3,44897,40857,48937,,,,,,,15
48,479.0,TX,Webb County,81311,72928,89694,32.1,28.8,35.4,38893,34267,43519,43.9,38.7,49.1,26676,23262,30090,42.1,36.7,47.5,35295,33124,37466,,,,,,,15
48,481.0,TX,Wharton County,7550,6228,8872,18.5,15.3,21.7,2940,2367,3513,27.1,21.8,32.4,2053,1651,2455,26.2,21.1,31.3,41911,38320,45502,,,,,,,15
48,483.0,TX,Wheeler County,694,532,856,12.8,9.8,15.8,291,223,359,21.3,16.3,26.3,195,146,244,19.7,14.7,24.7,45848,41810,49886,,,,,,,15
48,485.0,TX,Wichita County,19145,15594,22696,16.2,13.2,19.2,7315,5856,8774,24.9,19.9,29.9,4852,3820,5884,23.5,18.5,28.5,42738,40599,44877,,,,,,,15
48,487.0,TX,Wilbarger County,2452,1993,2911,18.8,15.3,22.3,914,719,1109,27.2,21.4,33,603,464,742,25.7,19.8,31.6,35785,32425,39145,,,,,,,15
48,489.0,TX,Willacy County,7320,5911,8729,38.9,31.4,46.4,2502,1953,3051,43.3,33.8,52.8,1712,1297,2127,40.7,30.8,50.6,28487,25578,31396,,,,,,,15
48,491.0,TX,Williamson County,32349,27039,37659,7.4,6.2,8.6,12989,10367,15611,10.5,8.4,12.6,8863,6913,10813,9.8,7.6,12,70276,65487,75065,,,,,,,15
48,493.0,TX,Wilson County,5365,4272,6458,12.4,9.9,14.9,2004,1571,2437,17.9,14,21.8,1348,1033,1663,15.7,12,19.4,56873,51699,62047,,,,,,,15
48,495.0,TX,Winkler County,1077,827,1327,15.2,11.7,18.7,457,350,564,21.9,16.8,27,305,228,382,20.7,15.5,25.9,47674,43024,52324,,,,,,,15
48,497.0,TX,Wise County,7012,5558,8466,12,9.5,14.5,2560,1979,3141,16.8,13,20.6,1680,1250,2110,14.9,11.1,18.7,55118,50402,59834,,,,,,,15
48,499.0,TX,Wood County,7205,5926,8484,17.6,14.5,20.7,2270,1782,2758,27.5,21.6,33.4,1555,1200,1910,25.5,19.7,31.3,39514,36951,42077,,,,,,,15
48,501.0,TX,Yoakum County,1042,801,1283,13.1,10.1,16.1,463,355,571,18.3,14,22.6,312,234,390,17.6,13.2,22,48521,44318,52724,,,,,,,15
48,503.0,TX,Young County,3064,2389,3739,16.9,13.2,20.6,1141,883,1399,26,20.1,31.9,744,559,929,23.6,17.7,29.5,40133,35997,44269,,,,,,,15
