State,Name,SNAP,Year
AL,Baldwin County,8.7,10
AL,Calhoun County,19.1,10
AL,Cullman County,14.3,10
AL,DeKalb County,16.0,10
AL,Elmore County,8.5,10
AL,Etowah County,14.5,10
AL,Houston County,14.2,10
AL,Jefferson County,13.9,10
AL,Lauderdale County,9.8,10
AL,Lee County,10.5,10
AL,Limestone County,8.9,10
AL,Madison County,7.6,10
AL,Marshall County,15.7,10
AL,Mobile County,17.6,10
AL,Montgomery County,15.7,10
AL,Morgan County,11.2,10
AL,St. Clair County,12.0,10
AL,Shelby County,6.9,10
AL,Talladega County,22.0,10
AL,Tuscaloosa County,9.8,10
AL,Walker County,15.9,10
AK,Anchorage Municipality,9.9,10
AK,Fairbanks North Star Borough,6.6,10
AK,Matanuska-Susitna Borough,10.5,10
AZ,Apache County,23.0,10
AZ,Cochise County,15.2,10
AZ,Coconino County,12.8,10
AZ,Maricopa County,12.0,10
AZ,Mohave County,15.1,10
AZ,Navajo County,25.2,10
AZ,Pima County,14.1,10
AZ,Pinal County,10.9,10
AZ,Yavapai County,14.5,10
AZ,Yuma County,21.1,10
AR,Benton County,8.2,10
AR,Craighead County,12.5,10
AR,Faulkner County,12.0,10
AR,Garland County,11.1,10
AR,Jefferson County,24.1,10
AR,Lonoke County,8.8,10
AR,Pulaski County,11.0,10
AR,Saline County,8.3,10
AR,Sebastian County,15.6,10
AR,Washington County,9.7,10
AR,White County,14.7,10
CA,Alameda County,6.0,10
CA,Butte County,10.4,10
CA,Contra Costa County,4.5,10
CA,El Dorado County,4.5,10
CA,Fresno County,17.3,10
CA,Humboldt County,8.1,10
CA,Imperial County,15.2,10
CA,Kern County,14.1,10
CA,Kings County,8.0,10
CA,Lake County,7.8,10
CA,Los Angeles County,7.3,10
CA,Madera County,18.5,10
CA,Marin County,2.6,10
CA,Mendocino County,10.6,10
CA,Merced County,15.6,10
CA,Monterey County,6.0,10
CA,Napa County,4.8,10
CA,Nevada County,5.3,10
CA,Orange County,4.4,10
CA,Placer County,3.4,10
CA,Riverside County,7.9,10
CA,Sacramento County,9.9,10
CA,San Bernardino County,11.9,10
CA,San Diego County,4.7,10
CA,San Francisco County,4.4,10
CA,San Joaquin County,11.2,10
CA,San Luis Obispo County,4.3,10
CA,San Mateo County,2.2,10
CA,Santa Barbara County,6.9,10
CA,Santa Clara County,4.6,10
CA,Santa Cruz County,7.2,10
CA,Shasta County,9.0,10
CA,Solano County,7.6,10
CA,Sonoma County,5.1,10
CA,Stanislaus County,12.0,10
CA,Sutter County,9.5,10
CA,Tulare County,21.9,10
CA,Ventura County,5.7,10
CA,Yolo County,7.2,10
CA,Yuba County,16.1,10
CO,Adams County,8.6,10
CO,Arapahoe County,7.0,10
CO,Boulder County,4.8,10
CO,Denver County,11.6,10
CO,Douglas County,1.6,10
CO,El Paso County,8.9,10
CO,Jefferson County,4.9,10
CO,Larimer County,6.1,10
CO,Mesa County,11.0,10
CO,Pueblo County,15.8,10
CO,Weld County,9.2,10
CT,Fairfield County,8.0,10
CT,Hartford County,12.4,10
CT,Litchfield County,6.7,10
CT,Middlesex County,6.0,10
CT,New Haven County,12.7,10
CT,New London County,8.6,10
CT,Tolland County,4.3,10
CT,Windham County,13.3,10
DE,Kent County,12.3,10
DE,New Castle County,10.4,10
DE,Sussex County,13.0,10
DC,District of Columbia,11.4,10
FL,Alachua County,11.1,10
FL,Bay County,10.3,10
FL,Brevard County,10.0,10
FL,Broward County,10.0,10
FL,Charlotte County,9.6,10
FL,Citrus County,12.5,10
FL,Clay County,9.3,10
FL,Collier County,7.1,10
FL,Columbia County,18.9,10
FL,Duval County,13.4,10
FL,Escambia County,12.8,10
FL,Flagler County,10.1,10
FL,Hernando County,15.3,10
FL,Highlands County,12.7,10
FL,Hillsborough County,13.8,10
FL,Indian River County,7.6,10
FL,Lake County,11.0,10
FL,Lee County,10.3,10
FL,Leon County,10.7,10
FL,Manatee County,10.0,10
FL,Marion County,14.1,10
FL,Martin County,6.3,10
FL,Miami-Dade County,21.0,10
FL,Monroe County,6.7,10
FL,Nassau County,8.2,10
FL,Okaloosa County,11.7,10
FL,Orange County,11.8,10
FL,Osceola County,16.4,10
FL,Palm Beach County,7.4,10
FL,Pasco County,14.3,10
FL,Pinellas County,10.8,10
FL,Polk County,13.6,10
FL,Putnam County,21.7,10
FL,St. Johns County,7.0,10
FL,St. Lucie County,11.8,10
FL,Santa Rosa County,11.6,10
FL,Sarasota County,7.7,10
FL,Seminole County,6.8,10
FL,Sumter County,8.2,10
FL,Volusia County,12.7,10
GA,Barrow County,13.9,10
GA,Bartow County,10.1,10
GA,Bibb County,19.1,10
GA,Bulloch County,10.4,10
GA,Carroll County,16.4,10
GA,Chatham County,8.7,10
GA,Cherokee County,5.9,10
GA,Clarke County,11.1,10
GA,Clayton County,19.3,10
GA,Cobb County,8.5,10
GA,Columbia County,6.6,10
GA,Coweta County,8.1,10
GA,DeKalb County,13.0,10
GA,Dougherty County,25.3,10
GA,Douglas County,9.9,10
GA,Fayette County,5.7,10
GA,Floyd County,14.1,10
GA,Forsyth County,5.1,10
GA,Fulton County,13.2,10
GA,Glynn County,15.0,10
GA,Gwinnett County,9.4,10
GA,Hall County,11.7,10
GA,Henry County,8.4,10
GA,Houston County,13.4,10
GA,Lowndes County,20.3,10
GA,Muscogee County,20.3,10
GA,Newton County,12.8,10
GA,Paulding County,8.7,10
GA,Richmond County,17.2,10
GA,Rockdale County,12.6,10
GA,Troup County,19.1,10
GA,Walker County,13.5,10
GA,Walton County,9.6,10
GA,Whitfield County,13.8,10
HI,Hawaii County,15.0,10
HI,Honolulu County,7.4,10
HI,Kauai County,10.4,10
HI,Maui County,11.5,10
ID,Ada County,8.6,10
ID,Bannock County,16.7,10
ID,Bonneville County,12.8,10
ID,Canyon County,20.4,10
ID,Kootenai County,13.7,10
ID,Twin Falls County,14.8,10
IL,Adams County,14.3,10
IL,Champaign County,8.4,10
IL,Cook County,13.1,10
IL,DeKalb County,5.0,10
IL,DuPage County,5.1,10
IL,Kane County,8.9,10
IL,Kankakee County,13.1,10
IL,Kendall County,8.0,10
IL,Lake County,7.1,10
IL,LaSalle County,10.3,10
IL,McHenry County,5.7,10
IL,McLean County,7.3,10
IL,Macon County,16.5,10
IL,Madison County,11.1,10
IL,Peoria County,11.6,10
IL,Rock Island County,10.3,10
IL,St. Clair County,14.6,10
IL,Sangamon County,11.4,10
IL,Tazewell County,9.1,10
IL,Vermilion County,16.0,10
IL,Will County,8.3,10
IL,Williamson County,15.2,10
IL,Winnebago County,14.3,10
IN,Allen County,11.1,10
IN,Bartholomew County,12.3,10
IN,Clark County,10.6,10
IN,Delaware County,13.7,10
IN,Elkhart County,16.0,10
IN,Floyd County,13.2,10
IN,Grant County,12.4,10
IN,Hamilton County,2.7,10
IN,Hancock County,8.2,10
IN,Hendricks County,2.8,10
IN,Howard County,11.6,10
IN,Johnson County,9.7,10
IN,Kosciusko County,9.6,10
IN,Lake County,15.9,10
IN,LaPorte County,16.1,10
IN,Madison County,12.0,10
IN,Marion County,14.3,10
IN,Monroe County,9.0,10
IN,Morgan County,11.5,10
IN,Porter County,7.1,10
IN,St. Joseph County,13.9,10
IN,Tippecanoe County,8.6,10
IN,Vanderburgh County,13.1,10
IN,Vigo County,14.4,10
IN,Wayne County,17.4,10
IA,Black Hawk County,14.1,10
IA,Dallas County,5.2,10
IA,Dubuque County,8.7,10
IA,Johnson County,8.0,10
IA,Linn County,10.3,10
IA,Polk County,11.7,10
IA,Pottawattamie County,15.5,10
IA,Scott County,10.6,10
IA,Story County,8.6,10
IA,Woodbury County,13.1,10
KS,Butler County,8.0,10
KS,Douglas County,5.4,10
KS,Johnson County,3.9,10
KS,Leavenworth County,7.5,10
KS,Riley County,3.9,10
KS,Sedgwick County,12.4,10
KS,Shawnee County,11.7,10
KS,Wyandotte County,14.1,10
KY,Boone County,9.2,10
KY,Bullitt County,11.3,10
KY,Campbell County,10.4,10
KY,Christian County,20.0,10
KY,Daviess County,12.4,10
KY,Fayette County,12.7,10
KY,Hardin County,10.4,10
KY,Jefferson County,13.8,10
KY,Kenton County,11.0,10
KY,McCracken County,15.6,10
KY,Madison County,18.7,10
KY,Pike County,31.6,10
KY,Warren County,11.9,10
LA,Ascension Parish,12.6,10
LA,Bossier Parish,12.6,10
LA,Caddo Parish,16.0,10
LA,Calcasieu Parish,15.3,10
LA,East Baton Rouge Parish,11.9,10
LA,Iberia Parish,25.5,10
LA,Jefferson Parish,12.5,10
LA,Lafayette Parish,11.9,10
LA,Lafourche Parish,14.6,10
LA,Livingston Parish,10.6,10
LA,Orleans Parish,19.2,10
LA,Ouachita Parish,13.5,10
LA,Rapides Parish,15.4,10
LA,St. Landry Parish,19.6,10
LA,St. Tammany Parish,8.7,10
LA,Tangipahoa Parish,19.2,10
LA,Terrebonne Parish,13.5,10
ME,Androscoggin County,25.1,10
ME,Aroostook County,22.3,10
ME,Cumberland County,11.1,10
ME,Kennebec County,17.2,10
ME,Penobscot County,18.5,10
ME,York County,12.5,10
MD,Allegany County,14.8,10
MD,Anne Arundel County,4.8,10
MD,Baltimore County,7.1,10
MD,Calvert County,7.2,10
MD,Carroll County,4.9,10
MD,Cecil County,9.6,10
MD,Charles County,8.3,10
MD,Frederick County,5.0,10
MD,Harford County,6.1,10
MD,Howard County,3.5,10
MD,Montgomery County,4.9,10
MD,Prince George's County,7.7,10
MD,St. Mary's County,6.9,10
MD,Washington County,11.7,10
MD,Wicomico County,15.3,10
MD,Baltimore city,21.2,10
MA,Barnstable County,8.0,10
MA,Berkshire County,16.8,10
MA,Bristol County,16.1,10
MA,Essex County,11.5,10
MA,Franklin County,12.5,10
MA,Hampden County,21.8,10
MA,Hampshire County,8.4,10
MA,Middlesex County,6.3,10
MA,Norfolk County,5.9,10
MA,Plymouth County,9.3,10
MA,Suffolk County,18.2,10
MA,Worcester County,12.2,10
MI,Allegan County,15.9,10
MI,Bay County,16.2,10
MI,Berrien County,17.4,10
MI,Calhoun County,21.5,10
MI,Clinton County,9.2,10
MI,Eaton County,12.4,10
MI,Genesee County,23.3,10
MI,Grand Traverse County,14.2,10
MI,Ingham County,18.3,10
MI,Isabella County,27.0,10
MI,Jackson County,18.2,10
MI,Kalamazoo County,17.3,10
MI,Kent County,16.3,10
MI,Lapeer County,13.1,10
MI,Lenawee County,16.0,10
MI,Livingston County,8.9,10
MI,Macomb County,13.3,10
MI,Marquette County,14.0,10
MI,Midland County,13.2,10
MI,Monroe County,13.9,10
MI,Muskegon County,25.9,10
MI,Oakland County,10.0,10
MI,Ottawa County,12.5,10
MI,Saginaw County,18.8,10
MI,St. Clair County,15.7,10
MI,Shiawassee County,13.2,10
MI,Van Buren County,15.9,10
MI,Washtenaw County,11.0,10
MI,Wayne County,23.8,10
MN,Anoka County,5.9,10
MN,Carver County,1.6,10
MN,Dakota County,4.6,10
MN,Hennepin County,8.9,10
MN,Olmsted County,5.8,10
MN,Ramsey County,11.4,10
MN,St. Louis County,10.7,10
MN,Scott County,4.2,10
MN,Sherburne County,2.6,10
MN,Stearns County,7.2,10
MN,Washington County,3.5,10
MN,Wright County,3.3,10
MS,DeSoto County,9.1,10
MS,Forrest County,21.4,10
MS,Harrison County,13.4,10
MS,Hinds County,18.5,10
MS,Jackson County,12.5,10
MS,Jones County,13.3,10
MS,Lauderdale County,22.0,10
MS,Lee County,15.0,10
MS,Madison County,9.9,10
MS,Rankin County,11.3,10
MO,Boone County,10.7,10
MO,Buchanan County,16.3,10
MO,Cape Girardeau County,15.8,10
MO,Cass County,11.6,10
MO,Christian County,7.8,10
MO,Clay County,7.4,10
MO,Cole County,9.5,10
MO,Franklin County,13.6,10
MO,Greene County,12.4,10
MO,Jackson County,13.4,10
MO,Jasper County,17.1,10
MO,Jefferson County,14.0,10
MO,Platte County,6.5,10
MO,St. Charles County,5.7,10
MO,St. Francois County,24.5,10
MO,St. Louis County,9.6,10
MO,St. Louis city,26.3,10
MT,Cascade County,9.3,10
MT,Flathead County,7.6,10
MT,Gallatin County,5.4,10
MT,Missoula County,10.2,10
MT,Yellowstone County,8.6,10
NE,Douglas County,11.2,10
NE,Lancaster County,8.6,10
NE,Sarpy County,4.9,10
NV,Clark County,10.1,10
NV,Washoe County,8.7,10
NH,Cheshire County,9.8,10
NH,Grafton County,6.8,10
NH,Hillsborough County,9.0,10
NH,Merrimack County,9.2,10
NH,Rockingham County,4.0,10
NH,Strafford County,13.6,10
NJ,Atlantic County,8.2,10
NJ,Bergen County,3.6,10
NJ,Burlington County,3.1,10
NJ,Camden County,8.6,10
NJ,Cape May County,6.0,10
NJ,Cumberland County,16.7,10
NJ,Essex County,13.7,10
NJ,Gloucester County,7.1,10
NJ,Hudson County,12.7,10
NJ,Hunterdon County,3.0,10
NJ,Mercer County,7.3,10
NJ,Middlesex County,4.2,10
NJ,Monmouth County,3.9,10
NJ,Morris County,2.3,10
NJ,Ocean County,5.9,10
NJ,Passaic County,11.3,10
NJ,Salem County,9.8,10
NJ,Somerset County,3.3,10
NJ,Sussex County,4.5,10
NJ,Union County,5.1,10
NJ,Warren County,4.5,10
NM,Bernalillo County,11.0,10
NM,Chaves County,18.4,10
NM,Do?a Ana County,17.8,10
NM,McKinley County,17.2,10
NM,Sandoval County,12.1,10
NM,San Juan County,10.5,10
NM,Santa Fe County,9.7,10
NM,Valencia County,21.5,10
NY,Albany County,10.7,10
NY,Bronx County,36.1,10
NY,Broome County,13.2,10
NY,Cattaraugus County,11.7,10
NY,Cayuga County,8.6,10
NY,Chautauqua County,14.8,10
NY,Chemung County,14.0,10
NY,Clinton County,18.3,10
NY,Dutchess County,7.7,10
NY,Erie County,14.9,10
NY,Jefferson County,17.1,10
NY,Kings County,22.2,10
NY,Livingston County,11.6,10
NY,Madison County,9.4,10
NY,Monroe County,12.5,10
NY,Nassau County,3.9,10
NY,New York County,12.5,10
NY,Niagara County,15.1,10
NY,Oneida County,15.4,10
NY,Onondaga County,12.1,10
NY,Ontario County,8.0,10
NY,Orange County,9.3,10
NY,Oswego County,16.7,10
NY,Putnam County,3.1,10
NY,Queens County,14.0,10
NY,Rensselaer County,12.7,10
NY,Richmond County,10.2,10
NY,Rockland County,8.2,10
NY,St. Lawrence County,13.6,10
NY,Saratoga County,8.2,10
NY,Schenectady County,9.4,10
NY,Steuben County,11.4,10
NY,Suffolk County,5.1,10
NY,Sullivan County,14.1,10
NY,Tompkins County,12.6,10
NY,Ulster County,10.7,10
NY,Warren County,9.1,10
NY,Wayne County,9.0,10
NY,Westchester County,6.2,10
NC,Alamance County,16.4,10
NC,Brunswick County,13.1,10
NC,Buncombe County,11.3,10
NC,Burke County,15.1,10
NC,Cabarrus County,10.5,10
NC,Caldwell County,10.5,10
NC,Carteret County,10.8,10
NC,Catawba County,12.6,10
NC,Cleveland County,17.2,10
NC,Craven County,16.4,10
NC,Cumberland County,15.9,10
NC,Davidson County,16.1,10
NC,Durham County,12.3,10
NC,Forsyth County,8.3,10
NC,Gaston County,20.1,10
NC,Guilford County,13.4,10
NC,Harnett County,13.1,10
NC,Henderson County,10.7,10
NC,Iredell County,5.8,10
NC,Johnston County,13.2,10
NC,Lincoln County,15.3,10
NC,Mecklenburg County,11.1,10
NC,Moore County,10.8,10
NC,Nash County,17.3,10
NC,New Hanover County,9.9,10
NC,Onslow County,9.2,10
NC,Orange County,7.7,10
NC,Pitt County,11.3,10
NC,Randolph County,15.6,10
NC,Robeson County,32.0,10
NC,Rockingham County,14.8,10
NC,Rowan County,13.0,10
NC,Rutherford County,18.0,10
NC,Surry County,15.3,10
NC,Union County,7.8,10
NC,Wake County,6.3,10
NC,Wayne County,15.5,10
NC,Wilkes County,13.2,10
NC,Wilson County,16.1,10
ND,Burleigh County,7.4,10
ND,Cass County,6.3,10
ND,Grand Forks County,10.8,10
OH,Allen County,17.4,10
OH,Ashtabula County,17.0,10
OH,Belmont County,12.0,10
OH,Butler County,12.6,10
OH,Clark County,20.7,10
OH,Clermont County,7.6,10
OH,Columbiana County,19.1,10
OH,Cuyahoga County,16.7,10
OH,Delaware County,6.0,10
OH,Erie County,16.1,10
OH,Fairfield County,11.8,10
OH,Franklin County,15.6,10
OH,Geauga County,5.2,10
OH,Greene County,9.4,10
OH,Hamilton County,13.4,10
OH,Hancock County,9.0,10
OH,Jefferson County,18.8,10
OH,Lake County,8.8,10
OH,Licking County,13.1,10
OH,Lorain County,12.9,10
OH,Lucas County,17.0,10
OH,Mahoning County,16.6,10
OH,Marion County,21.3,10
OH,Medina County,6.6,10
OH,Miami County,8.1,10
OH,Montgomery County,14.8,10
OH,Muskingum County,17.1,10
OH,Portage County,11.2,10
OH,Richland County,14.1,10
OH,Ross County,19.4,10
OH,Scioto County,22.3,10
OH,Stark County,13.2,10
OH,Summit County,13.4,10
OH,Trumbull County,13.7,10
OH,Tuscarawas County,14.5,10
OH,Warren County,5.6,10
OH,Wayne County,11.0,10
OH,Wood County,9.3,10
OK,Canadian County,7.8,10
OK,Cleveland County,11.2,10
OK,Comanche County,13.7,10
OK,Creek County,14.7,10
OK,Muskogee County,21.6,10
OK,Oklahoma County,14.5,10
OK,Payne County,11.8,10
OK,Pottawatomie County,17.2,10
OK,Rogers County,10.1,10
OK,Tulsa County,11.6,10
OK,Wagoner County,9.6,10
OR,Benton County,14.8,10
OR,Clackamas County,13.1,10
OR,Deschutes County,17.3,10
OR,Douglas County,20.1,10
OR,Jackson County,18.3,10
OR,Josephine County,22.5,10
OR,Klamath County,24.1,10
OR,Lane County,21.3,10
OR,Linn County,18.7,10
OR,Marion County,21.0,10
OR,Multnomah County,20.6,10
OR,Polk County,15.5,10
OR,Umatilla County,23.7,10
OR,Washington County,10.2,10
OR,Yamhill County,18.0,10
PA,Adams County,6.2,10
PA,Allegheny County,11.0,10
PA,Armstrong County,15.5,10
PA,Beaver County,16.5,10
PA,Berks County,12.4,10
PA,Blair County,14.8,10
PA,Bucks County,3.9,10
PA,Butler County,8.0,10
PA,Cambria County,14.5,10
PA,Carbon County,10.5,10
PA,Centre County,6.5,10
PA,Chester County,2.8,10
PA,Clearfield County,15.9,10
PA,Columbia County,7.3,10
PA,Crawford County,16.4,10
PA,Cumberland County,5.9,10
PA,Dauphin County,11.8,10
PA,Delaware County,8.8,10
PA,Erie County,15.7,10
PA,Fayette County,21.0,10
PA,Franklin County,6.3,10
PA,Indiana County,12.6,10
PA,Lackawanna County,12.0,10
PA,Lancaster County,9.0,10
PA,Lawrence County,16.1,10
PA,Lebanon County,8.8,10
PA,Lehigh County,11.2,10
PA,Luzerne County,13.8,10
PA,Lycoming County,12.8,10
PA,Mercer County,14.2,10
PA,Monroe County,10.6,10
PA,Montgomery County,4.4,10
PA,Northampton County,9.9,10
PA,Northumberland County,12.8,10
PA,Philadelphia County,22.1,10
PA,Schuylkill County,13.7,10
PA,Somerset County,13.0,10
PA,Washington County,11.0,10
PA,Westmoreland County,10.7,10
PA,York County,8.3,10
RI,Kent County,11.2,10
RI,Newport County,6.7,10
RI,Providence County,18.8,10
RI,Washington County,5.9,10
SC,Aiken County,15.3,10
SC,Anderson County,16.1,10
SC,Beaufort County,9.6,10
SC,Berkeley County,14.5,10
SC,Charleston County,12.3,10
SC,Darlington County,22.0,10
SC,Dorchester County,11.5,10
SC,Florence County,18.7,10
SC,Greenville County,11.2,10
SC,Greenwood County,14.9,10
SC,Horry County,13.4,10
SC,Lancaster County,20.7,10
SC,Laurens County,16.9,10
SC,Lexington County,12.1,10
SC,Oconee County,11.7,10
SC,Orangeburg County,22.2,10
SC,Pickens County,10.1,10
SC,Richland County,11.5,10
SC,Spartanburg County,12.2,10
SC,Sumter County,20.8,10
SC,York County,11.1,10
SD,Minnehaha County,9.3,10
SD,Pennington County,14.8,10
TN,Anderson County,16.8,10
TN,Blount County,13.4,10
TN,Bradley County,17.6,10
TN,Davidson County,16.5,10
TN,Greene County,16.6,10
TN,Hamilton County,14.4,10
TN,Knox County,11.0,10
TN,Madison County,18.9,10
TN,Maury County,17.9,10
TN,Montgomery County,12.7,10
TN,Putnam County,12.2,10
TN,Robertson County,10.5,10
TN,Rutherford County,13.2,10
TN,Sevier County,16.9,10
TN,Shelby County,21.0,10
TN,Sullivan County,15.7,10
TN,Sumner County,12.7,10
TN,Washington County,11.5,10
TN,Williamson County,5.3,10
TN,Wilson County,13.0,10
TX,Angelina County,19.1,10
TX,Bastrop County,13.8,10
TX,Bell County,8.7,10
TX,Bexar County,13.5,10
TX,Bowie County,14.5,10
TX,Brazoria County,9.4,10
TX,Brazos County,11.9,10
TX,Cameron County,30.8,10
TX,Collin County,3.1,10
TX,Comal County,8.1,10
TX,Coryell County,6.1,10
TX,Dallas County,11.7,10
TX,Denton County,4.5,10
TX,Ector County,20.0,10
TX,Ellis County,13.5,10
TX,El Paso County,23.3,10
TX,Fort Bend County,6.4,10
TX,Galveston County,9.9,10
TX,Grayson County,14.8,10
TX,Gregg County,15.3,10
TX,Guadalupe County,8.9,10
TX,Harris County,11.4,10
TX,Harrison County,16.6,10
TX,Hays County,6.5,10
TX,Henderson County,12.5,10
TX,Hidalgo County,33.9,10
TX,Hunt County,18.5,10
TX,Jefferson County,18.1,10
TX,Johnson County,9.9,10
TX,Kaufman County,8.8,10
TX,Liberty County,18.3,10
TX,Lubbock County,12.8,10
TX,McLennan County,15.5,10
TX,Midland County,11.9,10
TX,Montgomery County,7.4,10
TX,Nueces County,19.0,10
TX,Orange County,16.0,10
TX,Parker County,8.8,10
TX,Potter County,16.5,10
TX,Randall County,8.8,10
TX,Rockwall County,5.6,10
TX,San Patricio County,18.9,10
TX,Smith County,12.1,10
TX,Tarrant County,9.7,10
TX,Taylor County,13.2,10
TX,Tom Green County,12.9,10
TX,Travis County,10.2,10
TX,Victoria County,18.5,10
TX,Walker County,10.8,10
TX,Webb County,34.6,10
TX,Wichita County,13.1,10
TX,Williamson County,7.7,10
UT,Cache County,5.6,10
UT,Davis County,7.4,10
UT,Salt Lake County,9.2,10
UT,Utah County,7.5,10
UT,Washington County,6.9,10
UT,Weber County,12.1,10
VT,Chittenden County,11.7,10
VA,Albemarle County,3.7,10
VA,Arlington County,3.0,10
VA,Augusta County,8.8,10
VA,Bedford County,7.5,10
VA,Chesterfield County,6.9,10
VA,Fairfax County,3.6,10
VA,Fauquier County,5.2,10
VA,Frederick County,4.9,10
VA,Hanover County,4.3,10
VA,Henrico County,8.5,10
VA,James City County,3.8,10
VA,Loudoun County,2.3,10
VA,Montgomery County,5.9,10
VA,Prince William County,3.9,10
VA,Roanoke County,3.5,10
VA,Rockingham County,7.0,10
VA,Spotsylvania County,6.0,10
VA,Stafford County,4.0,10
VA,York County,4.2,10
VA,Alexandria city,4.1,10
VA,Chesapeake city,7.7,10
VA,Hampton city,9.0,10
VA,Lynchburg city,16.8,10
VA,Newport News city,11.7,10
VA,Norfolk city,12.7,10
VA,Portsmouth city,17.7,10
VA,Richmond city,15.6,10
VA,Roanoke city,19.8,10
VA,Suffolk city,9.8,10
VA,Virginia Beach city,4.6,10
WA,Benton County,14.9,10
WA,Chelan County,12.3,10
WA,Clallam County,14.2,10
WA,Clark County,15.1,10
WA,Cowlitz County,24.3,10
WA,Franklin County,20.2,10
WA,Grant County,20.4,10
WA,Grays Harbor County,22.6,10
WA,Island County,8.5,10
WA,King County,9.8,10
WA,Kitsap County,12.1,10
WA,Lewis County,19.5,10
WA,Pierce County,12.4,10
WA,Skagit County,15.0,10
WA,Snohomish County,11.5,10
WA,Spokane County,16.8,10
WA,Thurston County,11.3,10
WA,Whatcom County,13.4,10
WA,Yakima County,25.2,10
WV,Berkeley County,14.6,10
WV,Cabell County,20.9,10
WV,Harrison County,15.6,10
WV,Kanawha County,14.1,10
WV,Monongalia County,7.8,10
WV,Raleigh County,15.3,10
WV,Wood County,14.8,10
WI,Brown County,8.7,10
WI,Dane County,8.8,10
WI,Dodge County,10.0,10
WI,Eau Claire County,10.5,10
WI,Fond du Lac County,11.3,10
WI,Jefferson County,10.6,10
WI,Kenosha County,13.0,10
WI,La Crosse County,8.1,10
WI,Manitowoc County,7.1,10
WI,Marathon County,10.7,10
WI,Milwaukee County,17.8,10
WI,Outagamie County,4.6,10
WI,Ozaukee County,4.6,10
WI,Portage County,6.8,10
WI,Racine County,13.4,10
WI,Rock County,15.7,10
WI,St. Croix County,8.1,10
WI,Sheboygan County,10.2,10
WI,Walworth County,10.0,10
WI,Washington County,7.1,10
WI,Waukesha County,4.1,10
WI,Winnebago County,9.0,10
WI,Wood County,8.1,10
WY,Laramie County,9.7,10
WY,Natrona County,6.5,10
PRIC,Arecibo Municipio,43.0,10
PRIC,Bayamón Municipio,28.7,10
PRIC,Caguas Municipio,29.8,10
PRIC,Carolina Municipio,23.7,10
PRIC,Guaynabo Municipio,20.7,10
PRIC,Mayagüez Municipio,37.1,10
PRIC,Ponce Municipio,45.8,10
PRIC,San Juan Municipio,25.8,10
PRIC,Toa Alta Municipio,29.6,10
PRIC,Toa Baja Municipio,29.4,10
PRIC,Trujillo Alto Municipio,23.0,10
FL,Sumter County,7.9,11
FL,Volusia County,15.6,11
GA,Barrow County,17.2,11
GA,Bartow County,17.0,11
GA,Bibb County,20.7,11
GA,Bulloch County,15.6,11
GA,Carroll County,20.2,11
GA,Chatham County,10.6,11
GA,Cherokee County,8.1,11
GA,Clarke County,16.5,11
GA,Clayton County,21.2,11
GA,Cobb County,8.8,11
GA,Columbia County,6.4,11
GA,Coweta County,14.6,11
GA,DeKalb County,14.2,11
GA,Dougherty County,28.5,11
GA,Douglas County,19.3,11
GA,Fayette County,8.0,11
GA,Floyd County,18.8,11
GA,Forsyth County,8.4,11
GA,Fulton County,13.8,11
GA,Glynn County,15.2,11
GA,Gwinnett County,11.0,11
GA,Hall County,11.9,11
GA,Henry County,12.8,11
GA,Houston County,15.1,11
GA,Liberty County,16.1,11
GA,Lowndes County,17.4,11
GA,Muscogee County,19.6,11
GA,Newton County,18.1,11
GA,Paulding County,10.1,11
GA,Richmond County,19.2,11
GA,Rockdale County,16.6,11
GA,Troup County,19.3,11
GA,Walker County,16.4,11
GA,Walton County,10.9,11
GA,Whitfield County,18.6,11
HI,Hawaii County,17.4,11
HI,Honolulu County,9.2,11
HI,Kauai County,9.8,11
HI,Maui County,12.6,11
ID,Ada County,11.3,11
ID,Bannock County,17.4,11
ID,Bonneville County,13.4,11
ID,Canyon County,21.2,11
ID,Kootenai County,15.0,11
ID,Twin Falls County,15.5,11
IL,Adams County,16.3,11
IL,Champaign County,9.3,11
IL,Cook County,14.5,11
IL,DeKalb County,14.0,11
IL,DuPage County,6.1,11
IL,Kane County,9.8,11
IL,Kankakee County,16.5,11
IL,Kendall County,7.4,11
IL,Lake County,8.1,11
IL,LaSalle County,10.8,11
IL,McHenry County,5.3,11
IL,McLean County,10.4,11
IL,Macon County,13.3,11
IL,Madison County,13.3,11
IL,Peoria County,11.9,11
IL,Rock Island County,11.9,11
IL,St. Clair County,14.7,11
IL,Sangamon County,14.5,11
IL,Tazewell County,9.9,11
IL,Vermilion County,15.6,11
IL,Will County,7.6,11
IL,Williamson County,11.3,11
IL,Winnebago County,15.5,11
IN,Allen County,12.1,11
IN,Bartholomew County,8.5,11
IN,Clark County,9.5,11
IN,Delaware County,16.2,11
IN,Elkhart County,16.7,11
IN,Floyd County,11.4,11
IN,Grant County,15.1,11
IN,Hamilton County,2.9,11
IN,Hancock County,9.0,11
IN,Hendricks County,3.7,11
IN,Howard County,14.3,11
IN,Johnson County,7.3,11
IN,Kosciusko County,6.8,11
IN,Lake County,16.0,11
IN,LaPorte County,13.3,11
IN,Madison County,14.7,11
IN,Marion County,16.6,11
IN,Monroe County,9.9,11
IN,Morgan County,12.8,11
IN,Porter County,8.5,11
IN,St. Joseph County,14.3,11
