State,Name,SNAP,Year
GA,Muscogee County,20.5,12
GA,Newton County,22.2,12
GA,Paulding County,13.3,12
GA,Richmond County,21.3,12
GA,Rockdale County,14.6,12
GA,Troup County,18.7,12
GA,Walker County,18.7,12
GA,Walton County,14.7,12
GA,Whitfield County,16.2,12
HI,Hawaii County,19.0,12
HI,Honolulu County,9.0,12
HI,Kauai County,11.2,12
HI,Maui County,15.2,12
ID,Ada County,12.2,12
ID,Bannock County,14.8,12
ID,Bonneville County,14.6,12
ID,Canyon County,19.4,12
ID,Kootenai County,12.8,12
ID,Twin Falls County,16.6,12
IL,Adams County,12.3,12
IL,Champaign County,8.8,12
IL,Cook County,15.7,12
IL,DeKalb County,9.9,12
IL,DuPage County,6.1,12
IL,Kane County,12.4,12
IL,Kankakee County,17.7,12
IL,Kendall County,6.6,12
IL,Lake County,8.7,12
IL,LaSalle County,13.2,12
IL,McHenry County,6.0,12
IL,McLean County,8.3,12
IL,Macon County,15.5,12
IL,Madison County,13.0,12
IL,Peoria County,12.3,12
IL,Rock Island County,13.4,12
IL,St. Clair County,17.9,12
IL,Sangamon County,10.8,12
IL,Tazewell County,7.9,12
IL,Vermilion County,16.5,12
IL,Will County,8.7,12
IL,Williamson County,16.2,12
IL,Winnebago County,15.9,12
IN,Allen County,12.0,12
IN,Bartholomew County,7.7,12
IN,Clark County,12.2,12
IN,Delaware County,17.2,12
IN,Elkhart County,14.7,12
IN,Floyd County,11.9,12
IN,Grant County,13.9,12
IN,Hamilton County,3.9,12
IN,Hancock County,8.0,12
IN,Hendricks County,6.1,12
IN,Howard County,15.0,12
IN,Johnson County,8.7,12
IN,Kosciusko County,11.5,12
IN,Lake County,17.2,12
IN,LaPorte County,15.0,12
IN,Madison County,15.6,12
IN,Marion County,17.1,12
IN,Monroe County,9.9,12
IN,Morgan County,15.2,12
IN,Porter County,9.1,12
IN,St. Joseph County,14.1,12
IN,Tippecanoe County,10.8,12
IN,Vanderburgh County,10.9,12
IN,Vigo County,13.7,12
IN,Wayne County,16.5,12
IA,Black Hawk County,13.4,12
IA,Dallas County,7.3,12
IA,Dubuque County,9.4,12
IA,Johnson County,7.7,12
IA,Linn County,13.0,12
IA,Polk County,15.3,12
IA,Pottawattamie County,16.5,12
IA,Scott County,11.6,12
IA,Story County,8.8,12
IA,Woodbury County,17.7,12
KS,Butler County,6.7,12
KS,Douglas County,7.3,12
KS,Johnson County,4.3,12
KS,Leavenworth County,8.5,12
KS,Riley County,4.6,12
KS,Sedgwick County,13.3,12
KS,Shawnee County,11.7,12
KS,Wyandotte County,19.2,12
KY,Boone County,8.5,12
KY,Bullitt County,10.4,12
KY,Campbell County,10.6,12
KY,Christian County,17.8,12
KY,Daviess County,17.0,12
KY,Fayette County,11.9,12
KY,Hardin County,13.3,12
KY,Jefferson County,16.1,12
KY,Kenton County,15.2,12
KY,McCracken County,18.1,12
KY,Madison County,19.9,12
KY,Pike County,26.0,12
KY,Warren County,15.4,12
LA,Ascension Parish,11.6,12
LA,Bossier Parish,11.9,12
LA,Caddo Parish,17.5,12
LA,Calcasieu Parish,14.4,12
LA,East Baton Rouge Parish,16.5,12
LA,Iberia Parish,20.4,12
LA,Jefferson Parish,16.0,12
LA,Lafayette Parish,12.2,12
LA,Lafourche Parish,17.8,12
LA,Livingston Parish,14.7,12
LA,Orleans Parish,21.9,12
LA,Ouachita Parish,15.9,12
LA,Rapides Parish,20.9,12
LA,St. Landry Parish,19.4,12
LA,St. Tammany Parish,13.9,12
LA,Tangipahoa Parish,21.9,12
LA,Terrebonne Parish,15.8,12
ME,Androscoggin County,17.8,12
ME,Aroostook County,22.7,12
ME,Cumberland County,13.4,12
ME,Kennebec County,22.4,12
ME,Penobscot County,21.6,12
ME,York County,15.2,12
MD,Allegany County,18.3,12
MD,Anne Arundel County,7.0,12
MD,Baltimore County,10.8,12
MD,Calvert County,12.8,12
MD,Carroll County,6.8,12
MD,Cecil County,11.8,12
MD,Charles County,9.2,12
MD,Frederick County,7.6,12
MD,Harford County,8.4,12
MD,Howard County,4.3,12
MD,Montgomery County,5.9,12
MD,Prince George's County,10.1,12
MD,St. Mary's County,10.4,12
MD,Washington County,14.0,12
MD,Wicomico County,15.4,12
MD,Baltimore city,26.4,12
MA,Barnstable County,7.8,12
MA,Berkshire County,16.8,12
MA,Bristol County,17.4,12
MA,Essex County,14.5,12
MA,Franklin County,14.9,12
MA,Hampden County,23.1,12
MA,Hampshire County,10.5,12
MA,Middlesex County,7.8,12
MA,Norfolk County,7.2,12
MA,Plymouth County,10.6,12
MA,Suffolk County,19.9,12
MA,Worcester County,13.1,12
MI,Allegan County,16.1,12
MI,Bay County,17.2,12
MI,Berrien County,16.2,12
MI,Calhoun County,19.1,12
MI,Clinton County,7.1,12
MI,Eaton County,11.9,12
MI,Genesee County,23.6,12
MI,Grand Traverse County,13.2,12
MI,Ingham County,20.2,12
MI,Isabella County,19.9,12
MI,Jackson County,20.7,12
MI,Kalamazoo County,17.9,12
MI,Kent County,17.5,12
MI,Lapeer County,12.6,12
MI,Lenawee County,14.0,12
MI,Livingston County,6.4,12
MI,Macomb County,14.5,12
MI,Marquette County,13.5,12
MI,Midland County,14.6,12
MI,Monroe County,10.7,12
MI,Muskegon County,24.0,12
MI,Oakland County,10.8,12
MI,Ottawa County,10.3,12
MI,Saginaw County,23.3,12
MI,St. Clair County,20.5,12
MI,Shiawassee County,18.7,12
MI,Van Buren County,17.4,12
MI,Washtenaw County,12.0,12
MI,Wayne County,27.5,12
MN,Anoka County,8.2,12
MN,Blue Earth County,7.7,12
MN,Carver County,2.9,12
MN,Dakota County,6.0,12
MN,Hennepin County,10.4,12
MN,Olmsted County,7.7,12
MN,Ramsey County,13.0,12
MN,St. Louis County,12.8,12
MN,Scott County,3.2,12
MN,Sherburne County,4.0,12
MN,Stearns County,8.0,12
MN,Washington County,5.9,12
MN,Wright County,7.5,12
MS,DeSoto County,8.8,12
MS,Forrest County,18.2,12
MS,Harrison County,20.6,12
MS,Hinds County,20.1,12
MS,Jackson County,17.6,12
MS,Jones County,16.8,12
MS,Lauderdale County,19.2,12
MS,Lee County,16.4,12
MS,Madison County,11.8,12
MS,Rankin County,12.1,12
MO,Boone County,9.3,12
MO,Buchanan County,20.0,12
MO,Cape Girardeau County,11.0,12
MO,Cass County,13.4,12
MO,Christian County,13.1,12
MO,Clay County,8.5,12
MO,Cole County,12.2,12
MO,Franklin County,14.1,12
MO,Greene County,13.7,12
MO,Jackson County,15.9,12
MO,Jasper County,18.7,12
MO,Jefferson County,13.0,12
MO,Platte County,4.6,12
MO,St. Charles County,6.2,12
MO,St. Francois County,25.5,12
MO,St. Louis County,11.4,12
MO,St. Louis city,27.9,12
MT,Cascade County,14.7,12
MT,Flathead County,11.5,12
MT,Gallatin County,9.5,12
MT,Missoula County,12.3,12
MT,Yellowstone County,12.3,12
NE,Douglas County,11.6,12
NE,Lancaster County,9.4,12
NE,Sarpy County,6.3,12
NV,Clark County,13.0,12
NV,Washoe County,11.4,12
NH,Cheshire County,9.1,12
NH,Grafton County,8.5,12
NH,Hillsborough County,8.0,12
NH,Merrimack County,11.4,12
NH,Rockingham County,5.1,12
NH,Strafford County,10.5,12
NJ,Atlantic County,14.6,12
NJ,Bergen County,5.4,12
NJ,Burlington County,5.7,12
NJ,Camden County,13.9,12
NJ,Cape May County,7.4,12
NJ,Cumberland County,17.0,12
NJ,Essex County,16.3,12
NJ,Gloucester County,7.1,12
NJ,Hudson County,14.1,12
NJ,Hunterdon County,3.0,12
NJ,Mercer County,10.9,12
NJ,Middlesex County,5.8,12
NJ,Monmouth County,4.9,12
NJ,Morris County,3.5,12
NJ,Ocean County,8.3,12
NJ,Passaic County,17.5,12
NJ,Salem County,10.7,12
NJ,Somerset County,4.8,12
NJ,Sussex County,5.3,12
NJ,Union County,10.4,12
NJ,Warren County,5.3,12
NM,Bernalillo County,15.7,12
NM,Chaves County,20.8,12
NM,Doña Ana County,18.9,12
NM,Lea County,10.2,12
NM,McKinley County,24.8,12
NM,Otero County,18.4,12
NM,Sandoval County,12.4,12
NM,San Juan County,13.6,12
NM,Santa Fe County,12.6,12
NM,Valencia County,20.2,12
NY,Albany County,11.3,12
NY,Bronx County,37.5,12
NY,Broome County,17.0,12
NY,Cattaraugus County,15.5,12
NY,Cayuga County,11.9,12
NY,Chautauqua County,19.1,12
NY,Chemung County,15.9,12
NY,Clinton County,16.3,12
NY,Dutchess County,9.4,12
NY,Erie County,15.6,12
NY,Jefferson County,16.2,12
NY,Kings County,25.1,12
NY,Livingston County,10.3,12
NY,Madison County,14.0,12
NY,Monroe County,14.2,12
NY,Nassau County,5.7,12
NY,New York County,14.0,12
NY,Niagara County,14.3,12
NY,Oneida County,16.8,12
NY,Onondaga County,14.1,12
NY,Ontario County,11.2,12
NY,Orange County,12.8,12
NY,Oswego County,16.2,12
NY,Putnam County,5.1,12
NY,Queens County,14.4,12
NY,Rensselaer County,11.6,12
NY,Richmond County,12.7,12
NY,Rockland County,11.5,12
NY,St. Lawrence County,17.2,12
NY,Saratoga County,7.6,12
NY,Schenectady County,14.6,12
NY,Steuben County,13.8,12
NY,Suffolk County,6.4,12
NY,Sullivan County,14.9,12
NY,Tompkins County,10.0,12
NY,Ulster County,13.4,12
NY,Warren County,12.0,12
NY,Wayne County,12.8,12
NY,Westchester County,8.4,12
NC,Alamance County,14.9,12
NC,Brunswick County,13.7,12
NC,Buncombe County,14.5,12
NC,Burke County,16.9,12
NC,Cabarrus County,14.2,12
NC,Caldwell County,23.8,12
NC,Carteret County,11.6,12
NC,Catawba County,15.6,12
NC,Chatham County,13.4,12
NC,Cleveland County,20.2,12
NC,Craven County,16.1,12
NC,Cumberland County,17.8,12
NC,Davidson County,17.7,12
NC,Durham County,12.9,12
NC,Forsyth County,14.3,12
NC,Gaston County,19.1,12
NC,Guilford County,14.2,12
NC,Harnett County,16.0,12
NC,Henderson County,9.7,12
NC,Iredell County,12.0,12
NC,Johnston County,15.5,12
NC,Lincoln County,13.1,12
NC,Mecklenburg County,12.3,12
NC,Moore County,10.4,12
NC,Nash County,22.8,12
NC,New Hanover County,10.5,12
NC,Onslow County,11.0,12
NC,Orange County,10.2,12
NC,Pitt County,17.3,12
NC,Randolph County,13.6,12
NC,Robeson County,31.0,12
NC,Rockingham County,19.3,12
NC,Rowan County,15.4,12
NC,Rutherford County,24.4,12
NC,Surry County,16.4,12
NC,Union County,11.8,12
NC,Wake County,7.4,12
NC,Wayne County,21.4,12
NC,Wilkes County,19.8,12
NC,Wilson County,18.8,12
ND,Burleigh County,5.9,12
ND,Cass County,8.7,12
ND,Grand Forks County,6.6,12
OH,Allen County,16.8,12
OH,Ashtabula County,19.4,12
OH,Belmont County,11.8,12
OH,Butler County,10.8,12
OH,Clark County,21.5,12
OH,Clermont County,9.2,12
OH,Columbiana County,19.7,12
OH,Cuyahoga County,19.0,12
OH,Delaware County,6.6,12
OH,Erie County,13.6,12
OH,Fairfield County,15.7,12
OH,Franklin County,15.5,12
OH,Geauga County,5.2,12
OH,Greene County,11.5,12
OH,Hamilton County,16.7,12
OH,Hancock County,10.8,12
OH,Jefferson County,15.6,12
OH,Lake County,10.8,12
OH,Licking County,13.2,12
OH,Lorain County,15.7,12
OH,Lucas County,21.8,12
OH,Mahoning County,19.1,12
OH,Marion County,20.9,12
OH,Medina County,9.3,12
OH,Miami County,11.1,12
OH,Montgomery County,17.8,12
OH,Muskingum County,23.4,12
OH,Portage County,13.2,12
OH,Richland County,16.9,12
OH,Ross County,19.0,12
OH,Scioto County,26.5,12
OH,Stark County,15.5,12
OH,Summit County,15.4,12
OH,Trumbull County,17.4,12
OH,Tuscarawas County,15.6,12
OH,Warren County,5.1,12
OH,Wayne County,11.9,12
OH,Wood County,6.9,12
OK,Canadian County,8.1,12
OK,Cleveland County,10.4,12
OK,Comanche County,16.5,12
OK,Creek County,12.1,12
OK,Muskogee County,22.5,12
OK,Oklahoma County,15.2,12
OK,Payne County,10.1,12
OK,Pottawatomie County,19.2,12
OK,Rogers County,10.1,12
OK,Tulsa County,12.9,12
OK,Wagoner County,10.6,12
OR,Benton County,14.7,12
OR,Clackamas County,12.8,12
OR,Deschutes County,15.2,12
OR,Douglas County,25.7,12
OR,Jackson County,22.1,12
OR,Josephine County,24.3,12
OR,Klamath County,26.1,12
OR,Lane County,24.0,12
OR,Linn County,23.7,12
OR,Marion County,26.5,12
OR,Multnomah County,20.9,12
OR,Polk County,21.3,12
OR,Umatilla County,25.3,12
OR,Washington County,13.8,12
OR,Yamhill County,21.6,12
PA,Adams County,7.8,12
PA,Allegheny County,12.5,12
PA,Armstrong County,13.2,12
PA,Beaver County,13.7,12
PA,Berks County,13.4,12
PA,Blair County,17.1,12
PA,Bucks County,5.5,12
PA,Butler County,9.4,12
PA,Cambria County,15.5,12
PA,Carbon County,11.9,12
PA,Centre County,8.0,12
PA,Chester County,4.6,12
PA,Clearfield County,14.7,12
PA,Columbia County,8.5,12
PA,Crawford County,16.6,12
PA,Cumberland County,8.1,12
PA,Dauphin County,12.2,12
PA,Delaware County,11.1,12
PA,Erie County,18.5,12
PA,Fayette County,19.0,12
PA,Franklin County,10.8,12
PA,Indiana County,10.5,12
PA,Lackawanna County,13.7,12
PA,Lancaster County,10.4,12
PA,Lawrence County,16.0,12
PA,Lebanon County,11.1,12
PA,Lehigh County,12.0,12
PA,Luzerne County,16.5,12
PA,Lycoming County,12.4,12
PA,Mercer County,16.5,12
PA,Monroe County,13.0,12
PA,Montgomery County,5.9,12
PA,Northampton County,10.5,12
PA,Northumberland County,12.1,12
PA,Philadelphia County,26.3,12
PA,Schuylkill County,15.3,12
PA,Somerset County,13.5,12
PA,Washington County,12.0,12
PA,Westmoreland County,12.1,12
PA,York County,9.0,12
RI,Kent County,11.3,12
RI,Newport County,10.3,12
RI,Providence County,19.4,12
RI,Washington County,9.2,12
SC,Aiken County,15.9,12
SC,Anderson County,16.6,12
SC,Beaufort County,10.1,12
SC,Berkeley County,14.3,12
SC,Charleston County,11.0,12
SC,Darlington County,26.6,12
SC,Dorchester County,15.7,12
SC,Florence County,20.5,12
SC,Greenville County,13.0,12
SC,Greenwood County,24.0,12
SC,Horry County,16.6,12
SC,Lancaster County,16.7,12
SC,Laurens County,21.1,12
SC,Lexington County,14.0,12
SC,Oconee County,15.4,12
SC,Orangeburg County,26.3,12
SC,Pickens County,10.6,12
SC,Richland County,13.4,12
SC,Spartanburg County,15.4,12
SC,Sumter County,24.0,12
SC,York County,13.3,12
SD,Minnehaha County,9.9,12
SD,Pennington County,11.5,12
TN,Anderson County,21.3,12
TN,Blount County,15.2,12
TN,Bradley County,19.2,12
TN,Davidson County,16.4,12
TN,Greene County,23.0,12
TN,Hamilton County,15.2,12
TN,Knox County,12.8,12
TN,Madison County,19.2,12
TN,Maury County,24.0,12
TN,Montgomery County,14.7,12
TN,Putnam County,15.1,12
TN,Robertson County,14.5,12
TN,Rutherford County,12.6,12
TN,Sevier County,14.3,12
TN,Shelby County,21.6,12
TN,Sullivan County,16.9,12
TN,Sumner County,12.8,12
TN,Washington County,15.4,12
TN,Williamson County,3.5,12
TN,Wilson County,12.2,12
TX,Angelina County,23.2,12
TX,Bastrop County,10.5,12
TX,Bell County,10.8,12
TX,Bexar County,16.7,12
TX,Bowie County,18.7,12
TX,Brazoria County,9.8,12
TX,Brazos County,10.3,12
TX,Cameron County,29.9,12
TX,Collin County,3.7,12
TX,Comal County,7.2,12
TX,Coryell County,9.4,12
TX,Dallas County,15.2,12
TX,Denton County,6.8,12
TX,Ector County,13.1,12
TX,Ellis County,12.5,12
TX,El Paso County,24.6,12
TX,Fort Bend County,7.8,12
TX,Galveston County,11.9,12
TX,Grayson County,14.7,12
TX,Gregg County,14.6,12
TX,Guadalupe County,7.2,12
TX,Harris County,14.1,12
TX,Harrison County,13.4,12
TX,Hays County,9.8,12
TX,Henderson County,19.1,12
TX,Hidalgo County,32.7,12
TX,Hunt County,16.1,12
TX,Jefferson County,18.2,12
TX,Johnson County,13.1,12
TX,Kaufman County,10.5,12
TX,Liberty County,15.2,12
TX,Lubbock County,14.9,12
TX,McLennan County,13.7,12
TX,Midland County,7.7,12
TX,Montgomery County,7.2,12
TX,Nacogdoches County,18.0,12
TX,Nueces County,16.6,12
TX,Orange County,17.1,12
TX,Parker County,8.3,12
TX,Potter County,18.8,12
TX,Randall County,6.4,12
TX,Rockwall County,7.3,12
TX,San Patricio County,10.7,12
TX,Smith County,11.0,12
TX,Tarrant County,12.7,12
TX,Taylor County,14.0,12
TX,Tom Green County,17.2,12
TX,Travis County,10.7,12
TX,Victoria County,13.2,12
TX,Walker County,16.3,12
TX,Webb County,34.2,12
TX,Wichita County,14.5,12
TX,Williamson County,7.4,12
UT,Cache County,9.8,12
UT,Davis County,8.0,12
UT,Salt Lake County,10.2,12
UT,Utah County,8.5,12
UT,Washington County,9.5,12
UT,Weber County,12.2,12
VT,Chittenden County,11.7,12
VA,Albemarle County,4.5,12
VA,Arlington County,3.3,12
VA,Augusta County,9.2,12
VA,Bedford County,4.8,12
VA,Chesterfield County,8.0,12
VA,Fairfax County,3.9,12
VA,Fauquier County,5.3,12
VA,Frederick County,7.7,12
VA,Hanover County,3.7,12
VA,Henrico County,8.3,12
VA,James City County,4.8,12
VA,Loudoun County,1.8,12
VA,Montgomery County,10.2,12
VA,Prince William County,5.6,12
VA,Roanoke County,2.7,12
VA,Rockingham County,7.0,12
VA,Spotsylvania County,9.1,12
VA,Stafford County,4.3,12
VA,York County,2.5,12
VA,Alexandria city,6.7,12
VA,Chesapeake city,11.0,12
VA,Hampton city,15.4,12
VA,Lynchburg city,19.9,12
VA,Newport News city,14.4,12
VA,Norfolk city,19.5,12
VA,Portsmouth city,21.5,12
VA,Richmond city,17.3,12
VA,Roanoke city,19.1,12
VA,Suffolk city,13.5,12
VA,Virginia Beach city,6.9,12
WA,Benton County,13.0,12
WA,Chelan County,10.5,12
WA,Clallam County,17.5,12
WA,Clark County,18.2,12
WA,Cowlitz County,21.9,12
WA,Franklin County,27.3,12
WA,Grant County,21.2,12
WA,Grays Harbor County,21.6,12
WA,Island County,9.7,12
WA,King County,11.4,12
WA,Kitsap County,13.3,12
WA,Lewis County,22.0,12
WA,Pierce County,15.5,12
WA,Skagit County,16.2,12
WA,Snohomish County,12.9,12
WA,Spokane County,19.0,12
WA,Thurston County,15.9,12
WA,Whatcom County,15.6,12
WA,Yakima County,24.8,12
WV,Berkeley County,13.5,12
WV,Cabell County,17.0,12
WV,Harrison County,14.3,12
WV,Kanawha County,15.0,12
WV,Monongalia County,6.4,12
WV,Raleigh County,17.6,12
WV,Wood County,18.3,12
WI,Brown County,13.4,12
WI,Dane County,9.8,12
WI,Dodge County,8.7,12
WI,Eau Claire County,14.1,12
WI,Fond du Lac County,12.1,12
WI,Jefferson County,9.6,12
WI,Kenosha County,14.9,12
WI,La Crosse County,12.2,12
WI,Manitowoc County,11.1,12
WI,Marathon County,9.6,12
WI,Milwaukee County,23.3,12
WI,Outagamie County,8.5,12
WI,Ozaukee County,3.9,12
WI,Portage County,12.9,12
WI,Racine County,16.5,12
WI,Rock County,21.1,12
WI,St. Croix County,6.8,12
WI,Sheboygan County,11.4,12
WI,Walworth County,12.3,12
WI,Washington County,5.7,12
WI,Waukesha County,4.8,12
WI,Winnebago County,11.2,12
WI,Wood County,13.9,12
WY,Laramie County,8.9,12
WY,Natrona County,7.2,12
PRIC,Arecibo Municipio,45.7,12
PRIC,Bayamón Municipio,28.5,12
PRIC,Caguas Municipio,32.3,12
PRIC,Carolina Municipio,24.8,12
PRIC,Guaynabo Municipio,22.2,12
PRIC,Mayagüez Municipio,35.6,12
PRIC,Ponce Municipio,41.4,12
PRIC,San Juan Municipio,27.6,12
PRIC,Toa Alta Municipio,30.9,12
PRIC,Toa Baja Municipio,32.1,12
PRIC,Trujillo Alto Municipio,22.4,12
AL,Baldwin County,9.9,13
AL,Calhoun County,19.6,13
AL,Cullman County,12.5,13
AL,DeKalb County,11.5,13
AL,Elmore County,13.6,13
AL,Etowah County,18.8,13
AL,Houston County,15.0,13
AL,Jefferson County,15.6,13
AL,Lauderdale County,13.3,13
AL,Lee County,11.0,13
AL,Limestone County,14.7,13
AL,Madison County,10.4,13
AL,Marshall County,14.2,13
AL,Mobile County,19.8,13
AL,Montgomery County,20.2,13
AL,Morgan County,12.2,13
AL,St. Clair County,15.2,13
AL,Shelby County,5.3,13
AL,Talladega County,15.6,13
AL,Tuscaloosa County,11.6,13
AL,Walker County,14.2,13
AK,Anchorage Municipality,7.0,13
AK,Fairbanks North Star Borough,8.3,13
AK,Matanuska-Susitna Borough,9.5,13
AZ,Apache County,28.9,13
AZ,Cochise County,15.1,13
AZ,Coconino County,12.0,13
AZ,Maricopa County,12.3,13
AZ,Mohave County,15.6,13
AZ,Navajo County,26.8,13
AZ,Pima County,14.6,13
AZ,Pinal County,12.6,13
AZ,Yavapai County,11.5,13
AZ,Yuma County,17.3,13
AR,Benton County,6.3,13
AR,Craighead County,15.2,13
AR,Faulkner County,9.4,13
AR,Garland County,17.4,13
AR,Jefferson County,19.6,13
AR,Lonoke County,8.7,13
AR,Pulaski County,12.9,13
AR,Saline County,7.6,13
AR,Sebastian County,17.2,13
AR,Washington County,10.6,13
AR,White County,11.9,13
CA,Alameda County,8.5,13
CA,Butte County,11.5,13
CA,Contra Costa County,6.8,13
CA,El Dorado County,6.4,13
CA,Fresno County,20.8,13
CA,Humboldt County,10.8,13
CA,Imperial County,19.5,13
CA,Kern County,16.9,13
CA,Kings County,16.0,13
CA,Lake County,12.7,13
CA,Los Angeles County,9.0,13
CA,Madera County,17.6,13
CA,Marin County,3.2,13
CA,Mendocino County,9.7,13
CA,Merced County,22.5,13
CA,Monterey County,5.6,13
CA,Napa County,4.5,13
CA,Nevada County,6.4,13
CA,Orange County,6.0,13
CA,Placer County,3.9,13
CA,Riverside County,11.2,13
CA,Sacramento County,13.6,13
CA,San Bernardino County,15.4,13
CA,San Diego County,6.7,13
CA,San Francisco County,5.8,13
CA,San Joaquin County,13.4,13
CA,San Luis Obispo County,7.2,13
CA,San Mateo County,2.9,13
CA,Santa Barbara County,5.6,13
CA,Santa Clara County,5.2,13
CA,Santa Cruz County,5.7,13
CA,Shasta County,11.7,13
CA,Solano County,9.7,13
CA,Sonoma County,7.2,13
CA,Stanislaus County,16.6,13
CA,Sutter County,11.2,13
CA,Tulare County,25.8,13
CA,Ventura County,6.6,13
CA,Yolo County,8.3,13
CA,Yuba County,18.0,13
CO,Adams County,10.7,13
CO,Arapahoe County,7.7,13
CO,Boulder County,4.7,13
CO,Denver County,10.9,13
CO,Douglas County,1.8,13
CO,El Paso County,10.3,13
CO,Jefferson County,5.6,13
CO,Larimer County,6.4,13
CO,Mesa County,9.8,13
CO,Pueblo County,20.0,13
CO,Weld County,10.3,13
CT,Fairfield County,9.3,13
CT,Hartford County,15.5,13
CT,Litchfield County,7.8,13
CT,Middlesex County,9.0,13
CT,New Haven County,14.2,13
CT,New London County,12.0,13
CT,Tolland County,6.6,13
CT,Windham County,17.4,13
DE,Kent County,16.5,13
DE,New Castle County,12.0,13
DE,Sussex County,16.0,13
DC,District of Columbia,15.7,13
FL,Alachua County,11.6,13
FL,Bay County,15.5,13
FL,Brevard County,13.7,13
FL,Broward County,13.4,13
FL,Charlotte County,12.4,13
FL,Citrus County,15.4,13
FL,Clay County,10.5,13
FL,Collier County,8.7,13
FL,Columbia County,16.4,13
FL,Duval County,14.5,13
FL,Escambia County,15.0,13
FL,Flagler County,11.0,13
FL,Hernando County,17.6,13
FL,Highlands County,15.3,13
FL,Hillsborough County,16.0,13
FL,Indian River County,13.8,13
FL,Lake County,15.4,13
FL,Lee County,12.0,13
FL,Leon County,13.4,13
FL,Manatee County,11.7,13
FL,Marion County,18.1,13
FL,Martin County,8.1,13
FL,Miami-Dade County,25.5,13
FL,Monroe County,11.0,13
FL,Nassau County,13.8,13
FL,Okaloosa County,10.2,13
FL,Orange County,16.3,13
FL,Osceola County,23.1,13
FL,Palm Beach County,10.2,13
FL,Pasco County,14.1,13
FL,Pinellas County,12.7,13
FL,Polk County,16.9,13
FL,Putnam County,18.5,13
FL,St. Johns County,8.9,13
FL,St. Lucie County,13.6,13
FL,Santa Rosa County,13.1,13
FL,Sarasota County,9.4,13
FL,Seminole County,9.6,13
FL,Sumter County,5.6,13
FL,Volusia County,14.6,13
GA,Barrow County,14.6,13
GA,Bartow County,18.0,13
GA,Bibb County,27.1,13
GA,Bulloch County,15.8,13
GA,Carroll County,21.1,13
GA,Catoosa County,14.6,13
GA,Chatham County,11.5,13
GA,Cherokee County,9.5,13
GA,Clarke County,16.1,13
GA,Clayton County,26.1,13
GA,Cobb County,11.0,13
GA,Columbia County,5.4,13
GA,Coweta County,12.0,13
GA,DeKalb County,16.9,13
GA,Dougherty County,29.8,13
GA,Douglas County,17.7,13
GA,Fayette County,6.5,13
GA,Floyd County,20.6,13
GA,Forsyth County,5.0,13
GA,Fulton County,13.8,13
GA,Glynn County,20.0,13
GA,Gwinnett County,13.2,13
GA,Hall County,14.3,13
GA,Henry County,13.2,13
GA,Houston County,11.5,13
GA,Liberty County,12.6,13
GA,Lowndes County,18.7,13
GA,Muscogee County,19.9,13
GA,Newton County,18.3,13
GA,Paulding County,12.0,13
GA,Richmond County,21.3,13
GA,Rockdale County,10.8,13
GA,Troup County,20.0,13
GA,Walker County,19.4,13
GA,Walton County,14.6,13
GA,Whitfield County,17.7,13
HI,Hawaii County,19.4,13
HI,Honolulu County,9.8,13
HI,Kauai County,9.5,13
HI,Maui County,11.1,13
ID,Ada County,9.8,13
ID,Bannock County,19.1,13
ID,Bonneville County,16.0,13
ID,Canyon County,22.0,13
ID,Kootenai County,12.3,13
ID,Twin Falls County,13.1,13
IL,Adams County,16.2,13
IL,Champaign County,10.2,13
IL,Cook County,16.3,13
IL,DeKalb County,15.2,13
IL,DuPage County,5.9,13
IL,Kane County,10.7,13
IL,Kankakee County,17.9,13
IL,Kendall County,7.2,13
IL,Lake County,9.4,13
IL,LaSalle County,12.6,13
IL,McHenry County,6.1,13
IL,McLean County,8.8,13
IL,Macon County,15.9,13
IL,Madison County,14.0,13
IL,Peoria County,13.9,13
IL,Rock Island County,13.7,13
IL,St. Clair County,15.9,13
IL,Sangamon County,14.0,13
IL,Tazewell County,8.0,13
IL,Vermilion County,14.8,13
IL,Will County,8.8,13
IL,Williamson County,14.8,13
IL,Winnebago County,18.5,13
IN,Allen County,13.9,13
IN,Bartholomew County,9.9,13
IN,Clark County,11.7,13
IN,Delaware County,17.6,13
IN,Elkhart County,15.2,13
IN,Floyd County,9.6,13
IN,Grant County,22.0,13
IN,Hamilton County,4.4,13
IN,Hancock County,6.1,13
IN,Hendricks County,5.4,13
IN,Howard County,15.6,13
IN,Johnson County,9.1,13
IN,Kosciusko County,8.3,13
IN,Lake County,15.4,13
IN,LaPorte County,12.6,13
IN,Madison County,18.2,13
IN,Marion County,18.7,13
IN,Monroe County,8.4,13
IN,Morgan County,12.3,13
IN,Porter County,8.6,13
IN,St. Joseph County,14.2,13
IN,Tippecanoe County,11.1,13
IN,Vanderburgh County,15.3,13
IN,Vigo County,17.9,13
IN,Wayne County,21.2,13
IA,Black Hawk County,14.9,13
IA,Dallas County,5.3,13
IA,Dubuque County,10.6,13
IA,Johnson County,8.8,13
IA,Linn County,12.4,13
IA,Polk County,14.4,13
IA,Pottawattamie County,14.8,13
IA,Scott County,13.6,13
IA,Story County,7.1,13
IA,Woodbury County,16.0,13
KS,Butler County,10.6,13
KS,Douglas County,8.4,13
KS,Johnson County,4.5,13
KS,Leavenworth County,9.0,13
KS,Riley County,5.9,13
KS,Sedgwick County,13.2,13
